,filename,c1_lexical_similarity,c2_lexical_similarity,c3_lexical_similarity,c4_lexical_similarity,c5_lexical_similarity,c6_lexical_similarity,c7_lexical_similarity,c8_lexical_similarity,c9_lexical_similarity,c10_lexical_similarity,c11_lexical_similarity,c12_lexical_similarity,c13_lexical_similarity,c14_lexical_similarity,c15_lexical_similarity,c16_lexical_similarity,c1_semantic_similarity,c2_semantic_similarity,c3_semantic_similarity,c4_semantic_similarity,c5_semantic_similarity,c6_semantic_similarity,c7_semantic_similarity,c8_semantic_similarity,c9_semantic_similarity,c10_semantic_similarity,c11_semantic_similarity,c12_semantic_similarity,c13_semantic_similarity,c14_semantic_similarity,c15_semantic_similarity,c16_semantic_similarity,c1_new_content_proportion,c2_new_content_proportion,c3_new_content_proportion,c4_new_content_proportion,c5_new_content_proportion,c6_new_content_proportion,c7_new_content_proportion,c8_new_content_proportion,c9_new_content_proportion,c10_new_content_proportion,c11_new_content_proportion,c12_new_content_proportion,c13_new_content_proportion,c14_new_content_proportion,c15_new_content_proportion,c16_new_content_proportion,c1_len_quote,c2_len_quote,c3_len_quote,c4_len_quote,c5_len_quote,c6_len_quote,c7_len_quote,c8_len_quote,c9_len_quote,c10_len_quote,c11_len_quote,c12_len_quote,c13_len_quote,c14_len_quote,c15_len_quote,c16_len_quote,c1_len_original,c2_len_original,c3_len_original,c4_len_original,c5_len_original,c6_len_original,c7_len_original,c8_len_original,c9_len_original,c10_len_original,c11_len_original,c12_len_original,c13_len_original,c14_len_original,c15_len_original,c16_len_original,c1_question_count,c2_question_count,c3_question_count,c4_question_count,c5_question_count,c6_question_count,c7_question_count,c8_question_count,c9_question_count,c10_question_count,c11_question_count,c12_question_count,c13_question_count,c14_question_count,c15_question_count,c16_question_count,c17_lexical_similarity,c18_lexical_similarity,c19_lexical_similarity,c20_lexical_similarity,c17_semantic_similarity,c18_semantic_similarity,c19_semantic_similarity,c20_semantic_similarity,c17_new_content_proportion,c18_new_content_proportion,c19_new_content_proportion,c20_new_content_proportion,c17_len_quote,c18_len_quote,c19_len_quote,c20_len_quote,c17_len_original,c18_len_original,c19_len_original,c20_len_original,c17_question_count,c18_question_count,c19_question_count,c20_question_count,op_main,op_anger,op_sadness,op_neutral,op_joy,op_disgust,op_fear,op_surprise,c1_main,c1_neutral,c1_anger,c1_joy,c1_sadness,c1_disgust,c1_fear,c1_surprise,c2_main,c2_neutral,c2_anger,c2_joy,c2_sadness,c2_disgust,c2_fear,c2_surprise,c3_main,c3_neutral,c3_anger,c3_sadness,c3_joy,c3_disgust,c3_fear,c3_surprise,c4_main,c4_neutral,c4_anger,c4_joy,c4_sadness,c4_surprise,c4_fear,c4_disgust,c5_main,c5_anger,c5_neutral,c5_sadness,c5_joy,c5_disgust,c5_fear,c5_surprise,c6_main,c6_neutral,c6_joy,c6_anger,c6_sadness,c6_disgust,c6_fear,c6_surprise,c7_main,c7_neutral,c7_joy,c7_anger,c7_sadness,c7_disgust,c7_fear,c7_surprise,c8_main,c8_neutral,c8_joy,c8_anger,c8_sadness,c8_fear,c8_disgust,c8_surprise,c9_main,c9_disgust,c9_anger,c9_sadness,c9_neutral,c9_fear,c9_joy,c9_surprise,c10_main,c10_neutral,c10_anger,c10_joy,c10_sadness,c10_disgust,c10_fear,c10_surprise,c11_main,c11_neutral,c11_anger,c11_disgust,c11_joy,c11_sadness,c11_surprise,c11_fear,c12_main,c12_neutral,c12_anger,c12_joy,c12_sadness,c12_disgust,c12_fear,c12_surprise,c13_main,c13_neutral,c13_joy,c13_anger,c13_sadness,c13_disgust,c13_surprise,c13_fear,c14_main,c14_neutral,c14_joy,c14_anger,c14_sadness,c14_disgust,c14_fear,c14_surprise,c15_main,c15_neutral,c15_surprise,c15_joy,c15_anger,c15_sadness,c15_fear,c15_disgust,c16_main,c16_neutral,c16_anger,c16_joy,c16_sadness,c16_disgust,c16_fear,c16_surprise,outcome,c17_main,c17_anger,c17_neutral,c17_joy,c17_sadness,c17_disgust,c17_fear,c17_surprise,c18_main,c18_neutral,c18_anger,c18_surprise,c18_joy,c18_sadness,c18_fear,c18_disgust,c19_main,c19_anger,c19_neutral,c19_sadness,c19_joy,c19_disgust,c19_fear,c19_surprise,c20_main,c20_anger,c20_neutral,c20_joy,c20_disgust,c20_sadness,c20_fear,c20_surprise
10,2030191996.0_1_delta_threads.xml,0.1391107710851161,0.1293970006621355,0.2896848617608942,0.2103726979988946,0.3013585035522436,0.208702057294338,,,,,,,,,,,0.5525392889976501,0.2666627168655395,0.4124875664710998,0.3664145767688751,0.411057561635971,0.2148788720369339,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0,0,0,0,0,0.0,,,,,,,,,,,32,109,52,35,53,35.0,,,,,,,,,,,2,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.107,0.079,0.762,0.044,0.005,0.001,0.001,neutral,0.818,0.081,0.038,0.045,0.003,0.006,0.009,neutral,0.693,0.231,0.039,0.025,0.004,0.006,0.002,neutral,0.891,0.059,0.023,0.019,0.006,0.002,0.001,neutral,0.938,0.026,0.02,0.011,0.001,0.002,0.003,neutral,0.174,0.788,0.017,0.016,0.003,0.002,0.001,neutral,0.793,0.035,0.152,0.012,0.002,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,217468142.0_1_delta_threads.xml,0.1118302942286313,0.1323661637683033,0.5943513488415435,0.2721863541258024,0.3004931708219859,0.1836284941672598,0.3714239608202528,0.1273181329220323,0.0160958959118525,0.0933506422592562,0.1268777102354004,0.1778197544564236,0.4221047800124626,,,,0.4838883578777313,0.5970607995986938,0.5748654007911682,0.5538718700408936,0.4782261252403259,0.6202459335327148,0.6989530324935913,0.5441718101501465,0.4862245321273803,0.516362190246582,0.5945098996162415,0.5833927392959595,0.6709621548652649,,,,1.0,1.0,0.6370370370370371,1.0,0.5789473684210527,1.0,0.7804878048780488,1.0,1.0,1.0,1.0,1.0,0.2212389380530973,,,,0,0,49,0,16,0.0,9.0,0.0,0.0,0.0,0.0,0.0,88.0,,,,18,82,86,70,22,41.0,32.0,45.0,17.0,154.0,31.0,339.0,25.0,,,,1,0,2,1,2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.788,0.011,0.098,0.084,0.015,0.002,0.002,neutral,0.93,0.036,0.022,0.009,0.001,0.001,0.001,anger,0.319,0.607,0.032,0.016,0.022,0.004,0.001,neutral,0.587,0.362,0.019,0.018,0.009,0.004,0.001,anger,0.288,0.636,0.054,0.013,0.001,0.001,0.006,neutral,0.399,0.449,0.028,0.113,0.006,0.003,0.003,neutral,0.913,0.021,0.056,0.006,0.002,0.001,0.0,neutral,0.823,0.022,0.14,0.006,0.002,0.005,0.003,neutral,0.897,0.026,0.06,0.009,0.002,0.006,0.0,anger,0.014,0.916,0.008,0.048,0.001,0.007,0.005,anger,0.011,0.952,0.009,0.009,0.017,0.001,0.001,neutral,0.927,0.048,0.002,0.015,0.007,0.001,0.001,neutral,0.786,0.123,0.061,0.024,0.004,0.001,0.001,neutral,0.908,0.055,0.028,0.006,0.002,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,223614694.0_1_delta_threads.xml,0.5425239148898522,0.3575013704385937,0.1657984837896422,0.1512987096593639,0.4639954536201363,0.459091822900652,0.2225140401602923,0.2206939086488391,0.2581598879513984,0.3826439875412107,0.3430942813362336,0.1211212611221353,0.2791116063404284,,,,0.6764309406280518,0.7008844017982483,0.6092219352722168,0.4199721813201904,0.7835536003112793,0.6562255024909973,0.6391011476516724,0.565854549407959,0.5052965879440308,0.7753521800041199,0.5649089813232422,0.4924361407756805,0.6568665504455566,,,,1.0,1.0,1.0,1.0,0.86875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9817351598173516,,,,0,0,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,,105,122,42,120,278,98.0,41.0,130.0,175.0,187.0,158.0,59.0,430.0,,,,1,0,0,1,0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.31,0.019,0.597,0.062,0.007,0.003,0.001,neutral,0.505,0.439,0.035,0.012,0.008,0.001,0.001,neutral,0.688,0.213,0.055,0.03,0.009,0.004,0.001,neutral,0.688,0.232,0.018,0.056,0.005,0.001,0.001,anger,0.325,0.566,0.073,0.024,0.001,0.003,0.008,anger,0.77,0.186,0.008,0.025,0.008,0.002,0.001,anger,0.173,0.032,0.739,0.031,0.017,0.006,0.002,neutral,0.901,0.027,0.061,0.006,0.003,0.001,0.001,anger,0.244,0.03,0.656,0.053,0.003,0.013,0.001,anger,0.008,0.569,0.017,0.365,0.002,0.035,0.003,neutral,0.728,0.172,0.069,0.023,0.004,0.003,0.001,neutral,0.72,0.053,0.006,0.21,0.007,0.003,0.002,neutral,0.539,0.197,0.185,0.041,0.029,0.006,0.003,neutral,0.544,0.099,0.317,0.014,0.023,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,220698466.0_1_delta_threads.xml,0.4500516047055987,0.3113045939829402,0.198946543377761,0.0605683234256742,0.1395377451642165,0.249885439414896,0.1337957047480649,0.3575204280094964,0.5216651882937823,0.7176935113753882,,,,,,,0.6702897548675537,0.4786314070224762,0.6367906332015991,0.5480079650878906,0.478144109249115,0.7140963077545166,0.2653952240943908,0.5563642978668213,0.4856115877628326,0.793902575969696,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7627551020408163,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,93.0,,,,,,,86,92,56,39,29,116.0,60.0,183.0,136.0,299.0,,,,,,,2,0,2,0,3,1.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.411,0.051,0.463,0.069,0.003,0.003,0.001,neutral,0.757,0.188,0.016,0.029,0.006,0.003,0.002,anger,0.28,0.527,0.033,0.067,0.071,0.019,0.002,anger,0.103,0.494,0.031,0.024,0.316,0.019,0.014,neutral,0.516,0.338,0.053,0.076,0.001,0.004,0.011,neutral,0.085,0.783,0.075,0.02,0.004,0.023,0.009,anger,0.235,0.016,0.703,0.037,0.005,0.004,0.002,anger,0.071,0.016,0.879,0.01,0.015,0.001,0.007,neutral,0.859,0.022,0.091,0.023,0.002,0.002,0.0,anger,0.005,0.658,0.126,0.164,0.003,0.044,0.001,neutral,0.446,0.426,0.034,0.085,0.005,0.003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2366753957.0_5_delta_threads.xml,0.2546240741355147,0.2173380390949576,0.2145172108977857,0.2376155776588431,0.2202748205948231,0.2626846003940431,0.2753421802774889,,,,,,,,,,0.5427462458610535,0.6244714260101318,0.7009474039077759,0.6269686818122864,0.5173631310462952,0.5317667722702026,0.6911628246307373,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0,0,0,0,0,0.0,0.0,,,,,,,,,,58,20,77,77,259,35.0,88.0,,,,,,,,,,4,1,0,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.036,0.011,0.911,0.037,0.003,0.001,0.001,anger,0.084,0.797,0.063,0.008,0.006,0.002,0.04,neutral,0.613,0.252,0.033,0.059,0.013,0.022,0.007,neutral,0.953,0.015,0.006,0.023,0.002,0.001,0.001,joy,0.232,0.072,0.633,0.021,0.037,0.003,0.002,neutral,0.111,0.826,0.011,0.044,0.003,0.002,0.001,neutral,0.953,0.01,0.014,0.008,0.005,0.002,0.005,neutral,0.654,0.072,0.246,0.016,0.007,0.002,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2366753957.0_6_delta_threads.xml,0.5843268414206824,0.2464136224373316,0.2114242382323001,0.056157401499416,0.0622113947822774,0.0865573695863935,0.0831165180721198,0.1403106788728291,0.0568905761790147,,,,,,,,0.8143320679664612,0.5368813276290894,0.1470109075307846,0.2675745487213135,0.5269413590431213,0.2910754978656769,0.3512153327465057,0.4908913373947143,0.1912441402673721,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,132,30,38,6,53,20.0,38.0,51.0,17.0,,,,,,,,4,1,2,0,0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.036,0.011,0.911,0.037,0.003,0.001,0.001,neutral,0.574,0.352,0.037,0.017,0.012,0.003,0.004,neutral,0.923,0.054,0.012,0.005,0.003,0.002,0.002,anger,0.158,0.76,0.008,0.021,0.015,0.003,0.035,neutral,0.863,0.017,0.108,0.006,0.002,0.001,0.003,neutral,0.012,0.888,0.044,0.046,0.003,0.004,0.003,neutral,0.975,0.008,0.01,0.002,0.001,0.001,0.003,neutral,0.919,0.025,0.039,0.009,0.006,0.002,0.002,neutral,0.738,0.069,0.161,0.025,0.001,0.003,0.002,neutral,0.001,0.017,0.006,0.964,0.002,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2366753957.0_4_delta_threads.xml,0.2022384346503503,0.1156053393102541,0.3101779928898417,0.3657129540849708,0.2216380660776076,0.2862530333789438,0.1219031297156193,,,,,,,,,,0.345223605632782,0.2558890879154205,0.8151932954788208,0.634466826915741,0.598247766494751,0.7640558481216431,0.5450217723846436,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,0,0,0,0,0,0.0,0.0,,,,,,,,,,78,14,31,41,43,55.0,57.0,,,,,,,,,,1,1,4,2,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.036,0.011,0.911,0.037,0.003,0.001,0.001,neutral,0.69,0.06,0.209,0.009,0.005,0.004,0.024,fear,0.379,0.041,0.072,0.056,0.011,0.399,0.042,surprise,0.048,0.117,0.01,0.034,0.008,0.005,0.778,surprise,0.294,0.058,0.177,0.015,0.443,0.007,0.007,neutral,0.453,0.492,0.009,0.027,0.006,0.003,0.01,neutral,0.846,0.072,0.056,0.019,0.002,0.002,0.003,anger,0.12,0.013,0.817,0.014,0.031,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2366753957.0_8_delta_threads.xml,0.1810611714281291,0.1712902967664338,0.0,0.0,0.1573345632472989,0.0862258703347541,0.067435574942795,0.0,0.0,0.0,0.0418371121731828,0.0,0.0,0.0368055919589179,0.2484381254133101,,0.4002828598022461,0.6184927225112915,0.1882451921701431,0.2680085599422455,0.0871855393052101,0.2535845041275024,0.0661164745688438,0.0984161421656608,0.0873613581061363,0.0723223313689231,0.4130118489265442,0.2101838886737823,0.2276631444692611,0.6602903604507446,0.68975430727005,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33,13,15,13,11,13.0,6.0,14.0,0.0,9.0,18.0,2.0,18.0,34.0,34.0,,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.036,0.011,0.911,0.037,0.003,0.001,0.001,neutral,0.929,0.016,0.04,0.005,0.008,0.002,0.002,neutral,0.85,0.06,0.051,0.027,0.005,0.002,0.004,neutral,0.908,0.031,0.013,0.023,0.002,0.002,0.021,neutral,0.878,0.064,0.038,0.011,0.003,0.001,0.004,neutral,0.168,0.777,0.014,0.035,0.001,0.002,0.003,neutral,0.873,0.025,0.088,0.005,0.003,0.002,0.004,neutral,0.965,0.021,0.007,0.005,0.0,0.001,0.001,neutral,0.522,0.43,0.028,0.011,0.003,0.005,0.001,neutral,0.001,0.036,0.013,0.929,0.0,0.019,0.003,neutral,0.95,0.025,0.011,0.005,0.004,0.002,0.003,anger,0.36,0.579,0.004,0.024,0.016,0.014,0.002,neutral,0.893,0.036,0.041,0.017,0.001,0.005,0.007,neutral,0.511,0.056,0.355,0.035,0.002,0.037,0.004,neutral,0.813,0.08,0.054,0.042,0.004,0.003,0.003,neutral,0.755,0.136,0.056,0.021,0.017,0.012,0.004,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2512463257.0_1_delta_threads.xml,0.1889469824976384,0.1635038209137123,0.3617277984898384,0.0293978557587349,0.0724408192504198,0.1191368923619033,0.0562070877259714,0.0670711517853723,0.087310186614161,0.0562971575750713,0.356300429333138,0.1083015604191158,0.6386053456078569,,,,0.5942013263702393,0.6364213824272156,0.4139481484889984,0.1607617139816284,0.1177647039294242,0.493500679731369,0.4992530643939972,0.3592117130756378,0.3620373010635376,0.3037987947463989,0.5963146686553955,0.1607899665832519,0.7214949727058411,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,127,14,27,10,7,12.0,27.0,27.0,11.0,9.0,15.0,6.0,16.0,,,,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.648,0.016,0.236,0.084,0.013,0.001,0.001,neutral,0.626,0.31,0.014,0.03,0.017,0.003,0.001,neutral,0.828,0.086,0.055,0.018,0.01,0.002,0.001,anger,0.189,0.549,0.025,0.057,0.173,0.005,0.002,neutral,0.761,0.186,0.01,0.012,0.001,0.003,0.027,neutral,0.082,0.884,0.015,0.009,0.004,0.004,0.002,neutral,0.79,0.011,0.159,0.029,0.009,0.001,0.001,neutral,0.673,0.017,0.082,0.207,0.005,0.013,0.003,anger,0.231,0.047,0.64,0.029,0.006,0.043,0.003,sadness,0.083,0.186,0.348,0.329,0.016,0.037,0.003,sadness,0.29,0.197,0.036,0.468,0.004,0.003,0.002,neutral,0.751,0.201,0.003,0.017,0.019,0.007,0.002,neutral,0.475,0.048,0.455,0.015,0.005,0.002,0.001,neutral,0.659,0.037,0.219,0.074,0.008,0.001,0.003,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2549309201.0_1_delta_threads.xml,0.5298131951128481,0.1139217194012651,0.078744603455945,0.1362763414390864,0.1741637253920257,0.4349392958141748,0.7347573680798222,0.5951003373951743,0.7226351268792822,0.6394830790637582,0.7534928824506231,0.1907900317662982,0.472428347849826,0.2031529650688009,0.2318967524920727,,0.5682951807975769,0.4204071164131164,0.2393966168165207,0.3108538687229156,0.1373071372509002,0.8549278974533081,0.7675821185112,0.7228806614875793,0.7193944454193115,0.8136757612228394,0.7386752367019653,0.4825598299503326,0.673999547958374,0.4878900349140167,0.6155287027359009,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,63,14,12,6,68,157.0,221.0,190.0,178.0,198.0,294.0,24.0,162.0,60.0,102.0,,0,1,0,1,0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.743,0.011,0.159,0.072,0.011,0.002,0.002,anger,0.081,0.886,0.017,0.005,0.009,0.001,0.001,neutral,0.97,0.014,0.011,0.004,0.001,0.001,0.001,neutral,0.794,0.101,0.018,0.083,0.002,0.001,0.001,neutral,0.68,0.252,0.011,0.045,0.006,0.004,0.002,anger,0.629,0.337,0.006,0.021,0.005,0.001,0.001,anger,0.287,0.033,0.642,0.015,0.021,0.002,0.001,anger,0.231,0.119,0.614,0.018,0.014,0.002,0.002,anger,0.024,0.004,0.963,0.003,0.0,0.005,0.001,neutral,0.003,0.239,0.029,0.671,0.001,0.055,0.001,anger,0.01,0.976,0.005,0.004,0.004,0.001,0.001,anger,0.093,0.879,0.003,0.014,0.009,0.001,0.001,neutral,0.953,0.019,0.016,0.007,0.001,0.002,0.001,anger,0.363,0.05,0.542,0.014,0.026,0.002,0.003,neutral,0.966,0.018,0.01,0.004,0.001,0.001,0.0,anger,0.326,0.001,0.016,0.643,0.007,0.001,0.006,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,295203779.0_1_delta_threads.xml,0.1228827641627639,0.1757860783933462,0.0,0.1622901707402884,0.1456692987657344,0.1996678059902412,0.2045791837032887,0.3016358733076313,0.3130396825808691,,,,,,,,0.3535575866699219,0.4618230164051056,0.1951826363801956,0.5129219889640808,0.5380953550338745,0.564124584197998,0.5723087191581726,0.6654378175735474,0.5968306064605713,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,6,2,11,24,53,52.0,16.0,59.0,23.0,,,,,,,,1,0,1,0,1,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.134,0.012,0.755,0.095,0.002,0.001,0.001,sadness,0.128,0.049,0.016,0.763,0.007,0.028,0.009,neutral,0.618,0.158,0.036,0.18,0.003,0.003,0.002,anger,0.116,0.727,0.09,0.019,0.024,0.015,0.008,anger,0.078,0.758,0.018,0.122,0.001,0.003,0.02,neutral,0.417,0.483,0.069,0.012,0.011,0.007,0.002,neutral,0.832,0.034,0.085,0.035,0.01,0.003,0.002,neutral,0.538,0.022,0.392,0.032,0.011,0.002,0.003,neutral,0.527,0.021,0.363,0.076,0.003,0.009,0.001,neutral,0.013,0.122,0.176,0.648,0.023,0.012,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,410977978.0_2_delta_threads.xml,0.2210175612784789,0.1621329838339823,0.0171620483237988,0.0763094156688578,0.0114600936880996,0.0671522935465568,0.2533987857463939,0.3651749874987711,0.0183480435027893,0.0,0.1420507891699216,,,,,,0.2913800776004791,0.2362695634365081,0.2860781550407409,0.3514542877674103,0.1516379565000534,0.3271902501583099,0.3382187783718109,0.3484753966331482,0.2010576874017715,0.1809289455413818,0.2770712077617645,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9116022099447514,1.0,1.0,1.0,,,,,,0,0,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,,,,,,32,28,22,53,24,54.0,149.0,165.0,6.0,44.0,112.0,,,,,,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.814,0.049,0.011,0.097,0.022,0.003,0.003,neutral,0.446,0.438,0.075,0.028,0.009,0.002,0.002,anger,0.006,0.884,0.04,0.049,0.013,0.006,0.002,neutral,0.698,0.202,0.062,0.031,0.004,0.001,0.002,neutral,0.594,0.043,0.249,0.03,0.067,0.007,0.01,neutral,0.384,0.434,0.049,0.123,0.003,0.005,0.003,anger,0.042,0.038,0.675,0.196,0.044,0.004,0.001,neutral,0.726,0.105,0.085,0.076,0.002,0.004,0.001,neutral,0.477,0.114,0.325,0.068,0.002,0.012,0.002,neutral,0.001,0.053,0.031,0.846,0.004,0.044,0.021,anger,0.011,0.687,0.011,0.203,0.025,0.06,0.002,neutral,0.929,0.023,0.002,0.032,0.012,0.0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,363480636.0_3_delta_threads.xml,0.095007012779474,0.1105776432710548,0.1278343326384304,0.6572701505204979,0.2654457556137465,0.2564590535305053,0.1234816471517896,0.1250499481608986,0.2241095665911044,0.1714399549532761,0.0590408161705782,0.4662132845508808,0.1224352284062808,0.3277271266695866,0.3584671454528125,,0.3495844900608063,0.4891485273838043,0.251341700553894,0.914420247077942,0.7062596082687378,0.2434200495481491,0.3773414194583893,0.4718296527862549,0.5568509101867676,0.4535195827484131,0.3446232080459595,0.644250750541687,0.1322042495012283,0.2655172348022461,0.4378130733966827,,1.0,1.0,1.0,0.5789473684210527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3428571428571428,1.0,0.8783783783783784,1.0,,0,0,0,48,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,,15,42,47,66,41,43.0,71.0,40.0,122.0,53.0,56.0,12.0,14.0,65.0,263.0,,2,0,1,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.09,0.012,0.727,0.165,0.003,0.001,0.001,sadness,0.337,0.035,0.043,0.553,0.005,0.02,0.007,neutral,0.833,0.076,0.041,0.043,0.005,0.002,0.001,neutral,0.693,0.105,0.023,0.143,0.03,0.003,0.003,neutral,0.73,0.196,0.043,0.015,0.002,0.002,0.013,anger,0.819,0.123,0.014,0.025,0.013,0.004,0.001,anger,0.25,0.016,0.711,0.014,0.005,0.002,0.002,anger,0.31,0.06,0.593,0.029,0.005,0.002,0.001,anger,0.011,0.006,0.971,0.006,0.001,0.005,0.001,anger,0.002,0.912,0.008,0.069,0.001,0.008,0.0,anger,0.053,0.905,0.009,0.024,0.007,0.001,0.0,anger,0.246,0.568,0.072,0.043,0.053,0.004,0.014,neutral,0.499,0.426,0.011,0.03,0.019,0.01,0.005,neutral,0.859,0.026,0.049,0.046,0.009,0.002,0.01,neutral,0.668,0.045,0.271,0.012,0.002,0.001,0.001,neutral,0.508,0.001,0.048,0.4,0.032,0.003,0.008,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
