,filename,c1_lexical_similarity,c1_semantic_similarity,c1_new_content_proportion,c1_len_quote,c1_len_original,c1_question_count,c2_lexical_similarity,c2_semantic_similarity,c2_new_content_proportion,c2_len_quote,c2_len_original,c2_question_count,c3_lexical_similarity,c3_semantic_similarity,c3_new_content_proportion,c3_len_quote,c3_len_original,c3_question_count,c4_lexical_similarity,c4_semantic_similarity,c4_new_content_proportion,c4_len_quote,c4_len_original,c4_question_count,c5_lexical_similarity,c5_semantic_similarity,c5_new_content_proportion,c5_len_quote,c5_len_original,c5_question_count,c6_lexical_similarity,c6_semantic_similarity,c6_new_content_proportion,c6_len_quote,c6_len_original,c6_question_count,c7_lexical_similarity,c7_semantic_similarity,c7_new_content_proportion,c7_len_quote,c7_len_original,c7_question_count,c8_lexical_similarity,c8_semantic_similarity,c8_new_content_proportion,c8_len_quote,c8_len_original,c8_question_count,c9_lexical_similarity,c9_semantic_similarity,c9_new_content_proportion,c9_len_quote,c9_len_original,c9_question_count,c10_lexical_similarity,c10_semantic_similarity,c10_new_content_proportion,c10_len_quote,c10_len_original,c10_question_count,c11_lexical_similarity,c11_semantic_similarity,c11_new_content_proportion,c11_len_quote,c11_len_original,c11_question_count,c12_lexical_similarity,c12_semantic_similarity,c12_new_content_proportion,c12_len_quote,c12_len_original,c12_question_count,c13_lexical_similarity,c13_semantic_similarity,c13_new_content_proportion,c13_len_quote,c13_len_original,c13_question_count,c14_lexical_similarity,c14_semantic_similarity,c14_new_content_proportion,c14_len_quote,c14_len_original,c14_question_count,c15_lexical_similarity,c15_semantic_similarity,c15_new_content_proportion,c15_len_quote,c15_len_original,c15_question_count,c16_lexical_similarity,c16_semantic_similarity,c16_new_content_proportion,c16_len_quote,c16_len_original,c16_question_count,c17_lexical_similarity,c17_semantic_similarity,c17_new_content_proportion,c17_len_quote,c17_len_original,c17_question_count,c18_lexical_similarity,c18_semantic_similarity,c18_new_content_proportion,c18_len_quote,c18_len_original,c18_question_count,c19_lexical_similarity,c19_semantic_similarity,c19_new_content_proportion,c19_len_quote,c19_len_original,c19_question_count,c20_lexical_similarity,c20_semantic_similarity,c20_new_content_proportion,c20_len_quote,c20_len_original,c20_question_count,op_main,op_anger,op_sadness,op_neutral,op_joy,op_fear,op_disgust,op_surprise,c1_main,c1_neutral,c1_anger,c1_joy,c1_sadness,c1_disgust,c1_fear,c1_surprise,c2_main,c2_anger,c2_neutral,c2_sadness,c2_joy,c2_fear,c2_disgust,c2_surprise,c3_main,c3_neutral,c3_anger,c3_sadness,c3_joy,c3_fear,c3_disgust,c3_surprise,c4_main,c4_neutral,c4_anger,c4_sadness,c4_joy,c4_fear,c4_disgust,c4_surprise,c5_main,c5_joy,c5_neutral,c5_anger,c5_sadness,c5_disgust,c5_fear,c5_surprise,c6_main,c6_sadness,c6_neutral,c6_anger,c6_joy,c6_disgust,c6_fear,c6_surprise,c7_main,c7_anger,c7_disgust,c7_sadness,c7_joy,c7_neutral,c7_fear,c7_surprise,c8_main,c8_neutral,c8_joy,c8_anger,c8_sadness,c8_fear,c8_surprise,c8_disgust,c9_main,c9_anger,c9_disgust,c9_sadness,c9_neutral,c9_joy,c9_fear,c9_surprise,c10_main,c10_neutral,c10_anger,c10_joy,c10_sadness,c10_surprise,c10_fear,c10_disgust,c11_main,c11_neutral,c11_anger,c11_joy,c11_sadness,c11_disgust,c11_fear,c11_surprise,c12_main,c12_neutral,c12_anger,c12_joy,c12_sadness,c12_disgust,c12_surprise,c12_fear,c13_main,c13_neutral,c13_joy,c13_anger,c13_sadness,c13_disgust,c13_fear,c13_surprise,c14_main,c14_neutral,c14_anger,c14_sadness,c14_joy,c14_disgust,c14_fear,c14_surprise,c15_main,c15_neutral,c15_anger,c15_joy,c15_sadness,c15_surprise,c15_fear,c15_disgust,c16_main,c16_joy,c16_neutral,c16_anger,c16_sadness,c16_disgust,c16_surprise,c16_fear,outcome,c17_main,c17_anger,c17_joy,c17_sadness,c17_neutral,c17_disgust,c17_fear,c17_surprise,c18_main,c18_neutral,c18_joy,c18_anger,c18_sadness,c18_surprise,c18_fear,c18_disgust,c19_main,c19_neutral,c19_anger,c19_joy,c19_sadness,c19_surprise,c19_disgust,c19_fear,c20_main,c20_anger,c20_neutral,c20_joy,c20_sadness,c20_disgust,c20_surprise,c20_fear
10,2030191996.0_1_delta_threads.xml,0.0,0.4737615287303924,1.0,0,7,0,0.0342871839907242,0.3239145874977112,1.0,0,23,0,0.1253789244050333,0.2875937223434448,1.0,0,18,0,0.1073169041637946,0.3409999012947082,1.0,0,10,0,0.1362763414390864,0.430879533290863,1.0,0,18,0,0.0,0.2275397777557373,1.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.264,0.103,0.521,0.089,0.005,0.014,0.003,neutral,0.648,0.145,0.143,0.041,0.015,0.004,0.004,anger,0.534,0.405,0.019,0.032,0.003,0.004,0.003,neutral,0.709,0.231,0.021,0.03,0.004,0.004,0.001,neutral,0.816,0.14,0.006,0.034,0.001,0.002,0.001,neutral,0.018,0.609,0.327,0.039,0.004,0.003,0.001,neutral,0.006,0.891,0.053,0.042,0.001,0.004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,217468142.0_1_delta_threads.xml,0.0403157109514585,0.3740608394145965,1.0,0,8,0,0.1525300170138813,0.4811779260635376,1.0,0,28,0,0.4098452691614101,0.7644224762916565,1.0,0,48,0,0.1565411963721086,0.5110071301460266,1.0,0,26,0,0.2732796461166248,0.3819121122360229,1.0,0,12,0,0.1005529647374058,0.5059802532196045,1.0,0.0,18.0,0.0,0.2606461532273338,0.6217842102050781,1.0,0.0,14.0,0.0,0.0749683055840861,0.5402876734733582,1.0,0.0,18.0,0.0,0.0,0.4365959763526916,1.0,0.0,9.0,0.0,0.1144279963766662,0.5369800329208374,1.0,0.0,66.0,0.0,0.0635765218419141,0.5831632614135742,1.0,0.0,12.0,0.0,0.0515533471185724,0.577292799949646,1.0,0.0,133.0,0.0,0.1353159328417201,0.5734161734580994,1.0,0.0,52.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.254,0.005,0.593,0.137,0.002,0.006,0.002,neutral,0.918,0.017,0.055,0.006,0.002,0.001,0.001,neutral,0.251,0.663,0.011,0.067,0.003,0.004,0.001,neutral,0.639,0.303,0.032,0.02,0.003,0.002,0.001,anger,0.103,0.866,0.005,0.018,0.002,0.005,0.001,joy,0.487,0.476,0.022,0.007,0.003,0.003,0.003,neutral,0.023,0.425,0.379,0.159,0.01,0.003,0.002,neutral,0.065,0.002,0.01,0.204,0.714,0.004,0.002,anger,0.03,0.033,0.903,0.016,0.004,0.003,0.011,neutral,0.04,0.003,0.055,0.856,0.043,0.002,0.001,anger,0.087,0.761,0.078,0.059,0.003,0.004,0.008,neutral,0.715,0.214,0.048,0.017,0.002,0.002,0.003,neutral,0.509,0.35,0.123,0.011,0.004,0.001,0.001,neutral,0.75,0.147,0.089,0.009,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,223614694.0_1_delta_threads.xml,0.1923427443454662,0.6082070469856262,1.0,0,41,0,0.1314912862021256,0.5945807099342346,1.0,0,44,0,0.1321177547848955,0.4702728390693664,1.0,0,14,0,0.0452783466211614,0.3096613883972168,1.0,0,43,0,0.2379106765689682,0.5868782997131348,1.0,0,133,0,0.1502493157745657,0.5047029256820679,1.0,0.0,40.0,0.0,0.1487086992342138,0.604448676109314,1.0,0.0,16.0,0.0,0.0686571056499849,0.5676743388175964,1.0,0.0,52.0,0.0,0.0492065666221517,0.4888900220394134,1.0,0.0,67.0,0.0,0.088584142755349,0.6203851103782654,1.0,0.0,75.0,0.0,0.2297765558010904,0.5623939037322998,1.0,0.0,51.0,0.0,0.0090708935803401,0.4417390525341034,1.0,0.0,22.0,0.0,0.038503403672948,0.4395177066326141,1.0,0.0,158.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.366,0.073,0.389,0.12,0.021,0.022,0.009,anger,0.075,0.719,0.085,0.019,0.09,0.007,0.005,anger,0.482,0.275,0.041,0.114,0.021,0.063,0.004,neutral,0.43,0.076,0.093,0.352,0.008,0.038,0.005,anger,0.347,0.527,0.028,0.066,0.009,0.02,0.004,neutral,0.073,0.599,0.247,0.05,0.016,0.012,0.002,neutral,0.038,0.588,0.263,0.061,0.034,0.01,0.006,anger,0.583,0.05,0.047,0.068,0.231,0.014,0.008,anger,0.355,0.024,0.558,0.035,0.007,0.003,0.018,anger,0.711,0.023,0.025,0.183,0.046,0.007,0.004,neutral,0.47,0.434,0.043,0.031,0.005,0.009,0.008,neutral,0.579,0.238,0.106,0.027,0.032,0.013,0.005,anger,0.236,0.557,0.142,0.028,0.03,0.002,0.005,anger,0.265,0.067,0.536,0.042,0.067,0.018,0.005,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,220698466.0_1_delta_threads.xml,0.1611403697490832,0.6435078978538513,1.0,0,24,0,0.0497254476966002,0.3732513189315796,1.0,0,35,0,0.1658159916645963,0.5972776412963867,1.0,0,22,0,0.0253757237409079,0.4059842824935913,1.0,0,15,0,0.0403489097525877,0.3405927419662475,1.0,0,9,0,0.0451859099512201,0.3051898181438446,1.0,0.0,41.0,0.0,0.0,0.2520484924316406,1.0,0.0,24.0,0.0,0.0830858042309536,0.507085382938385,1.0,0.0,66.0,0.0,0.1054452227391616,0.4133125841617584,1.0,0.0,48.0,0.0,0.4974926080907831,0.7674671411514282,1.0,0.0,150.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.389,0.06,0.472,0.07,0.004,0.003,0.002,anger,0.111,0.797,0.037,0.027,0.014,0.013,0.002,neutral,0.094,0.522,0.099,0.076,0.147,0.054,0.007,anger,0.026,0.758,0.105,0.009,0.01,0.085,0.007,neutral,0.571,0.288,0.048,0.068,0.011,0.007,0.007,neutral,0.177,0.709,0.068,0.028,0.004,0.01,0.004,sadness,0.381,0.35,0.121,0.126,0.006,0.01,0.006,anger,0.728,0.007,0.058,0.063,0.134,0.002,0.006,neutral,0.733,0.052,0.147,0.053,0.007,0.002,0.006,anger,0.569,0.002,0.044,0.219,0.156,0.006,0.003,anger,0.22,0.619,0.071,0.079,0.002,0.007,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2366753957.0_5_delta_threads.xml,0.1796438090888156,0.451240211725235,1.0,0,19,0,0.1246365501054436,0.5399580001831055,1.0,0,7,0,0.0913043488014461,0.4061294198036194,1.0,0,29,0,0.1216385266043562,0.4739732146263122,1.0,0,27,0,0.0796946223591969,0.5531715154647827,1.0,0,101,0,0.0196008951101117,0.3988540768623352,1.0,0.0,10.0,0.0,0.175951402268787,0.5450071692466736,1.0,0.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.116,0.019,0.781,0.066,0.003,0.011,0.004,neutral,0.669,0.189,0.087,0.02,0.025,0.006,0.004,neutral,0.066,0.759,0.108,0.045,0.006,0.011,0.007,neutral,0.899,0.034,0.006,0.056,0.002,0.002,0.002,joy,0.204,0.107,0.062,0.594,0.011,0.018,0.005,neutral,0.072,0.812,0.091,0.014,0.005,0.004,0.003,joy,0.018,0.217,0.029,0.716,0.004,0.007,0.009,neutral,0.055,0.008,0.029,0.05,0.851,0.004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2366753957.0_6_delta_threads.xml,0.4477212905624704,0.789646565914154,1.0,0,45,0,0.0629758201834725,0.570006787776947,1.0,0,10,0,0.0,-0.0290384162217378,1.0,0,12,0,0.0,-0.0700267329812049,1.0,0,3,0,0.0,0.3531157672405243,1.0,0,21,0,0.0346101812919395,0.406609296798706,1.0,0.0,10.0,0.0,0.0392427015130782,0.249549314379692,1.0,0.0,12.0,0.0,0.0,0.4926884472370147,1.0,0.0,21.0,0.0,0.1502297162869155,0.3052344024181366,1.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.116,0.019,0.781,0.066,0.003,0.011,0.004,joy,0.292,0.225,0.342,0.057,0.064,0.01,0.01,sadness,0.055,0.082,0.774,0.066,0.013,0.008,0.002,neutral,0.793,0.178,0.015,0.008,0.002,0.002,0.002,neutral,0.87,0.035,0.009,0.073,0.005,0.004,0.005,neutral,0.22,0.508,0.158,0.068,0.01,0.02,0.016,neutral,0.009,0.804,0.018,0.157,0.005,0.003,0.004,neutral,0.116,0.006,0.037,0.048,0.785,0.004,0.004,joy,0.241,0.638,0.1,0.007,0.002,0.007,0.005,joy,0.054,0.004,0.02,0.067,0.777,0.026,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2366753957.0_4_delta_threads.xml,0.0343026653530908,0.2861072421073913,1.0,0,33,0,0.0,0.3788139224052429,1.0,0,3,0,0.2019930924979183,0.5094084143638611,1.0,0,3,0,0.0870123495045196,0.3435683846473694,1.0,0,14,0,0.0661337025089525,0.5653393268585205,1.0,0,15,0,0.0962014092741109,0.5954473614692688,1.0,0.0,18.0,0.0,0.0,0.5209933519363403,1.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.116,0.019,0.781,0.066,0.003,0.011,0.004,neutral,0.478,0.358,0.105,0.037,0.006,0.008,0.008,neutral,0.201,0.572,0.043,0.142,0.007,0.006,0.03,neutral,0.689,0.188,0.048,0.063,0.003,0.003,0.006,neutral,0.593,0.035,0.015,0.322,0.006,0.004,0.025,neutral,0.181,0.599,0.149,0.037,0.017,0.008,0.01,neutral,0.027,0.522,0.172,0.223,0.01,0.011,0.034,neutral,0.093,0.017,0.016,0.317,0.548,0.004,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2366753957.0_8_delta_threads.xml,0.0,0.0148386405780911,1.0,0,8,0,0.1559289254870836,0.2668260633945465,1.0,0,7,0,0.0,0.1905719935894012,1.0,0,6,0,0.0,0.1762799024581909,1.0,0,7,0,0.0,-0.0175180472433567,1.0,0,5,0,0.0,0.0854269638657569,1.0,0.0,6.0,0.0,0.0,0.1730332523584365,1.0,0.0,2.0,0.0,0.0,0.111928291618824,1.0,0.0,6.0,0.0,0.0,0.6682862639427185,1.0,0.0,1.0,0.0,0.0,0.5293452143669128,1.0,0.0,3.0,0.0,0.0,0.6083230376243591,1.0,0.0,6.0,0.0,0.0,0.2607966065406799,1.0,0.0,2.0,1.0,0.0,0.2635486125946045,1.0,0.0,8.0,0.0,0.0,0.4792157411575317,1.0,0.0,13.0,0.0,0.1404849440659806,0.2971411049365997,1.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.116,0.019,0.781,0.066,0.003,0.011,0.004,neutral,0.74,0.198,0.04,0.011,0.001,0.003,0.005,neutral,0.039,0.872,0.011,0.058,0.002,0.002,0.016,neutral,0.779,0.149,0.013,0.054,0.002,0.001,0.003,neutral,0.851,0.057,0.017,0.057,0.003,0.004,0.011,neutral,0.049,0.527,0.396,0.017,0.002,0.003,0.006,neutral,0.027,0.55,0.237,0.128,0.007,0.009,0.043,neutral,0.111,0.009,0.029,0.161,0.645,0.02,0.025,neutral,0.888,0.046,0.045,0.012,0.003,0.003,0.003,neutral,0.034,0.005,0.033,0.889,0.034,0.003,0.002,neutral,0.587,0.087,0.271,0.011,0.003,0.008,0.033,neutral,0.895,0.038,0.045,0.016,0.001,0.002,0.003,neutral,0.893,0.036,0.041,0.017,0.001,0.007,0.005,neutral,0.734,0.066,0.152,0.028,0.007,0.005,0.009,neutral,0.574,0.362,0.033,0.024,0.004,0.003,0.001,neutral,0.831,0.063,0.047,0.042,0.006,0.006,0.005,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2512463257.0_1_delta_threads.xml,0.071946973213136,0.4802128672599792,1.0,0,54,0,0.2426382721234297,0.3874101638793945,1.0,0,3,0,0.2282252695780842,0.4169068336486816,1.0,0,7,0,0.0,0.0081562399864196,1.0,0,3,0,0.0,0.0910792872309684,1.0,0,5,0,0.1016306697911265,0.4057201147079468,1.0,0.0,6.0,0.0,0.0699725434180811,0.4481861889362335,1.0,0.0,10.0,0.0,0.0506560876450952,0.3598701357841491,1.0,0.0,11.0,0.0,0.0834094114395393,0.2934201955795288,1.0,0.0,4.0,0.0,0.0,0.2931432425975799,1.0,0.0,3.0,0.0,0.0,0.1906044334173202,1.0,0.0,4.0,0.0,0.0,0.0554908700287342,1.0,0.0,3.0,0.0,0.6225407468137513,0.3678750693798065,1.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.864,0.022,0.076,0.026,0.002,0.008,0.001,anger,0.415,0.418,0.068,0.023,0.063,0.01,0.003,joy,0.256,0.207,0.137,0.365,0.021,0.009,0.005,neutral,0.678,0.084,0.031,0.192,0.004,0.01,0.002,neutral,0.801,0.143,0.009,0.037,0.002,0.006,0.002,neutral,0.348,0.581,0.046,0.019,0.003,0.001,0.002,neutral,0.022,0.935,0.02,0.015,0.005,0.002,0.002,sadness,0.231,0.115,0.351,0.058,0.21,0.02,0.016,neutral,0.689,0.149,0.077,0.071,0.004,0.004,0.006,anger,0.442,0.038,0.206,0.042,0.253,0.016,0.003,neutral,0.43,0.169,0.229,0.157,0.004,0.007,0.004,neutral,0.862,0.071,0.041,0.019,0.002,0.003,0.002,neutral,0.828,0.045,0.104,0.014,0.006,0.001,0.002,neutral,0.43,0.205,0.261,0.082,0.012,0.006,0.003,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2549309201.0_1_delta_threads.xml,0.2662150921773952,0.6026801466941833,1.0,0,28,0,0.0,0.4903437793254852,1.0,0,5,0,0.1273595297947935,0.1359287798404693,1.0,0,4,0,0.0,0.2339589446783065,1.0,0,1,0,0.0,0.0319943763315677,1.0,0,27,0,0.2828786769293475,0.8408665657043457,1.0,0.0,60.0,0.0,0.4006955624774395,0.78175288438797,1.0,0.0,77.0,0.0,0.128289515879956,0.6641286015510559,1.0,0.0,65.0,0.0,0.37732532119476,0.8160063624382019,1.0,0.0,58.0,0.0,0.2528520692258587,0.6786811351776123,1.0,0.0,67.0,0.0,0.3527135179653425,0.6150058507919312,1.0,0.0,116.0,0.0,0.0421303869144113,0.3088550567626953,1.0,0.0,11.0,0.0,0.3464267896901998,0.7111952900886536,1.0,0.0,58.0,0.0,0.0578363065697841,0.5978559255599976,1.0,0.0,27.0,0.0,0.1176769289688719,0.6451371312141418,1.0,0.0,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.58,0.01,0.334,0.06,0.003,0.008,0.005,anger,0.27,0.68,0.032,0.009,0.005,0.001,0.002,neutral,0.239,0.499,0.011,0.246,0.001,0.002,0.002,neutral,0.817,0.139,0.015,0.025,0.001,0.002,0.002,neutral,0.924,0.039,0.012,0.02,0.001,0.002,0.002,anger,0.026,0.012,0.943,0.007,0.008,0.002,0.002,anger,0.006,0.013,0.961,0.011,0.007,0.001,0.001,anger,0.918,0.008,0.007,0.014,0.051,0.001,0.001,anger,0.011,0.008,0.973,0.003,0.001,0.001,0.004,anger,0.704,0.006,0.012,0.232,0.04,0.004,0.002,anger,0.018,0.949,0.015,0.006,0.001,0.001,0.011,anger,0.201,0.762,0.025,0.007,0.004,0.001,0.001,neutral,0.478,0.353,0.116,0.041,0.005,0.002,0.006,anger,0.202,0.047,0.718,0.01,0.017,0.004,0.003,neutral,0.719,0.146,0.018,0.109,0.003,0.002,0.002,anger,0.247,0.7,0.018,0.015,0.003,0.003,0.014,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,295203779.0_1_delta_threads.xml,0.0,0.2020127177238464,1.0,0,2,0,0.0,0.2213834673166275,1.0,0,2,0,0.0,0.1664902418851852,1.0,0,5,0,0.1506401849870651,0.463191956281662,1.0,0,10,0,0.0301477356008091,0.4289740324020386,1.0,0,21,0,0.0813045358329012,0.4807919561862945,1.0,0.0,20.0,0.0,0.1968389839173006,0.5478550791740417,1.0,0.0,8.0,0.0,0.2469298049405272,0.7712588906288147,1.0,0.0,29.0,0.0,0.1059534712451842,0.5974610447883606,1.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.159,0.027,0.742,0.064,0.002,0.005,0.002,neutral,0.91,0.042,0.036,0.01,0.001,0.001,0.001,neutral,0.158,0.618,0.18,0.036,0.003,0.003,0.002,anger,0.141,0.642,0.074,0.051,0.008,0.075,0.009,sadness,0.071,0.237,0.64,0.033,0.008,0.009,0.003,anger,0.048,0.245,0.543,0.136,0.017,0.009,0.003,anger,0.08,0.316,0.505,0.062,0.026,0.007,0.005,neutral,0.377,0.019,0.12,0.025,0.45,0.006,0.003,anger,0.153,0.036,0.638,0.139,0.008,0.002,0.025,sadness,0.141,0.021,0.455,0.171,0.036,0.164,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,410977978.0_2_delta_threads.xml,0.1161996884216748,0.4575288891792297,1.0,0,9,0,0.0,0.228853091597557,1.0,0,9,0,0.0,0.4056356549263,1.0,0,11,0,0.0,0.3005132675170898,1.0,0,15,0,0.0,0.2780193388462066,1.0,0,11,0,0.067337652943164,0.3299311101436615,1.0,0.0,21.0,0.0,0.1313579880159139,0.4009524881839752,1.0,0.0,66.0,0.0,0.1284612323742052,0.4971882998943329,1.0,0.0,64.0,0.0,0.0,0.2109804153442382,1.0,0.0,1.0,0.0,0.0,0.1047635301947593,1.0,0.0,14.0,0.0,0.0197785179028681,0.0411754362285137,1.0,0.0,41.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.48,0.223,0.093,0.184,0.006,0.011,0.003,anger,0.094,0.835,0.008,0.041,0.017,0.002,0.002,anger,0.587,0.038,0.256,0.089,0.016,0.01,0.003,anger,0.098,0.755,0.039,0.103,0.002,0.003,0.001,anger,0.028,0.784,0.08,0.029,0.006,0.06,0.014,anger,0.028,0.057,0.88,0.026,0.005,0.003,0.001,anger,0.23,0.185,0.29,0.277,0.008,0.008,0.003,sadness,0.167,0.007,0.462,0.13,0.171,0.058,0.006,joy,0.11,0.78,0.051,0.031,0.015,0.005,0.009,neutral,0.041,0.001,0.015,0.913,0.026,0.001,0.003,anger,0.025,0.853,0.012,0.09,0.001,0.008,0.011,neutral,0.813,0.091,0.031,0.058,0.003,0.003,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,363480636.0_3_delta_threads.xml,0.0690225755892279,0.3805692791938782,1.0,0,8,0,0.1455115806693852,0.6290926337242126,1.0,0,25,0,0.0329988348388514,0.3424964845180511,1.0,0,25,0,0.6957687259165605,0.8994706869125366,1.0,0,52,0,0.1891359501044081,0.559621274471283,1.0,0,15,0,0.073003548220132,0.2154367566108703,1.0,0.0,13.0,0.0,0.0236926063700346,0.2036658525466919,1.0,0.0,29.0,0.0,0.0806558060926475,0.5446275472640991,1.0,0.0,14.0,0.0,0.100230890984389,0.6464324593544006,1.0,0.0,50.0,0.0,0.0121491087241192,0.5510516166687012,1.0,0.0,25.0,0.0,0.0156441833456651,0.4266581237316131,1.0,0.0,28.0,0.0,0.3617277984898384,0.7433005571365356,1.0,0.0,14.0,0.0,0.0,0.0311821568757295,1.0,0.0,5.0,0.0,0.1516082807974489,0.4254218339920044,1.0,0.0,26.0,0.0,0.0700800359474889,0.6197854280471802,1.0,0.0,124.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anger,0.39,0.018,0.303,0.267,0.003,0.017,0.003,sadness,0.12,0.042,0.041,0.771,0.015,0.008,0.003,neutral,0.213,0.639,0.051,0.075,0.004,0.014,0.003,neutral,0.423,0.269,0.125,0.095,0.009,0.075,0.004,neutral,0.746,0.097,0.051,0.089,0.003,0.012,0.002,anger,0.026,0.01,0.934,0.009,0.017,0.003,0.001,neutral,0.042,0.683,0.224,0.041,0.005,0.003,0.003,anger,0.585,0.01,0.051,0.2,0.149,0.003,0.002,anger,0.015,0.011,0.933,0.012,0.003,0.001,0.024,anger,0.79,0.009,0.072,0.104,0.019,0.004,0.001,neutral,0.411,0.336,0.225,0.016,0.002,0.003,0.006,anger,0.169,0.593,0.117,0.082,0.032,0.004,0.003,anger,0.309,0.416,0.026,0.206,0.034,0.002,0.007,neutral,0.851,0.043,0.061,0.034,0.006,0.003,0.001,anger,0.297,0.643,0.023,0.031,0.003,0.002,0.002,anger,0.353,0.527,0.03,0.07,0.001,0.004,0.015,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,442068628.0_1_delta_threads.xml,0.0765909271529368,0.5972040295600891,1.0,0,57,0,0.0646418603037784,0.4477981626987457,1.0,0,21,0,0.1465573749694808,0.5556615591049194,1.0,0,54,0,0.098341846147456,0.570480227470398,1.0,0,82,0,0.0841397339316108,0.4454339742660522,1.0,0,18,0,0.1329605473565714,0.6371142864227295,1.0,0.0,12.0,0.0,0.1757860783933461,0.331518292427063,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral,0.318,0.139,0.485,0.043,0.005,0.007,0.002,neutral,0.424,0.306,0.206,0.053,0.003,0.004,0.003,neutral,0.082,0.864,0.029,0.02,0.003,0.002,0.001,neutral,0.617,0.314,0.027,0.031,0.004,0.005,0.001,neutral,0.311,0.136,0.179,0.307,0.05,0.008,0.01,anger,0.028,0.278,0.41,0.262,0.006,0.014,0.003,neutral,0.033,0.612,0.329,0.02,0.002,0.002,0.001,neutral,0.018,0.001,0.056,0.066,0.854,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
